2024-12-30 12:09:44,672 - __main__ - INFO - Loaded categories: ['Financial Reports', 'Building Management', 'Legal & Governance', 'Emergency & Safety', 'Maintenance & Installation', 'Meeting Documents', 'Resident Information', 'Insurance & Assessments', 'Structural Reports', 'Rules & Regulations', 'Uncategorized']
2024-12-30 12:09:45,222 - __main__ - INFO - Retrieved 125 files
2024-12-30 12:09:45,224 - __main__ - INFO - File: Revised Exhibit ABWE Rules & regs May 4, 2023.pdf, Date: October 2024
2024-12-30 12:09:45,224 - __main__ - INFO - File: 2023 BWE highlighted rules .pdf, Date: October 2024
2024-12-30 12:09:45,224 - __main__ - INFO - File: Current BY-LAWS RESTATED.pdf, Date: October 2024
2024-12-30 12:09:45,224 - __main__ - INFO - File: Resolution on ElectronicWebsite notices.pdf, Date: October 2024
2024-12-30 12:09:45,224 - __main__ - INFO - File: By-Law for EVCS rule passed 1122023.pdf, Date: February 1122
2024-12-30 12:09:45,224 - __main__ - INFO - File: Current ARTICLES OF INCORPORATION RESTATED.pdf, Date: October 2024
2024-12-30 12:09:45,224 - __main__ - INFO - File: Special Assessment Worksheet-September-2024 and 2025-August-2024 rev^LN4.pdf, Date: September 2024
2024-12-30 12:09:45,224 - __main__ - INFO - File: BWE_Special_Assessment_FAQs.docx, Date: November 2024
2024-12-30 12:09:45,224 - __main__ - INFO - File: Managers Report July 2024.pdf, Date: July 2024
2024-12-30 12:09:45,224 - __main__ - INFO - File: Managers Report June 2024.pdf, Date: June 2024
2024-12-30 12:09:45,224 - __main__ - INFO - File: Managers Report May 2024.pdf, Date: May 2024
2024-12-30 12:09:45,224 - __main__ - INFO - File: Managers Report August 2024.pdf, Date: August 2024
2024-12-30 12:09:45,224 - __main__ - INFO - File: Managers Report October-2024.pdf, Date: October 2024
2024-12-30 12:09:45,224 - __main__ - INFO - File: Financial Statement Website August-2024.pdf, Date: August 2024
2024-12-30 12:09:45,224 - __main__ - INFO - File: Financial Statement Website-June-2024.pdf, Date: June 2024
2024-12-30 12:09:45,224 - __main__ - INFO - File: Financial Statement Website-July-2024.pdf, Date: July 2024
2024-12-30 12:09:45,224 - __main__ - INFO - File: Financial Statement Website February-2024.pdf, Date: February 2024
2024-12-30 12:09:45,224 - __main__ - INFO - File: Financial Statement Website-May-2024.pdf, Date: May 2024
2024-12-30 12:09:45,224 - __main__ - INFO - File: Financial Statement Website-April-2024-04.pdf, Date: April 2024
2024-12-30 12:09:45,224 - __main__ - INFO - File: Financial Statement Website March-2024.pdf, Date: March 2024
2024-12-30 12:09:45,224 - __main__ - INFO - File: Special Assessment Worksheet-September-2024 and 2025-August-2024 rev#4.pdf, Date: September 2024
2024-12-30 12:09:45,224 - __main__ - INFO - File: Special Assessment Worksheet-September-2024 and 2025-August-2024 rev#4.pdf, Date: September 2024
2024-12-30 12:09:45,224 - __main__ - INFO - File: BAD Certificate of Amendment 2.pdf, Date: November 2024
2024-12-30 12:09:45,225 - __main__ - INFO - File: Summary Cheat Sheet.pdf, Date: November 2024
2024-12-30 12:09:45,225 - __main__ - INFO - File: Current DECLARATION OF CONDOMINIUM.pdf, Date: November 2024
2024-12-30 12:09:45,225 - __main__ - INFO - File: Easy Reference List BWE.pdf, Date: November 2024
2024-12-30 12:09:45,225 - __main__ - INFO - File: Current ARTICLES OF INCORPORATION RESTATED.pdf, Date: November 2024
2024-12-30 12:09:45,225 - __main__ - INFO - File: BWE renovation application-2024 1.pdf, Date: January 2024
2024-12-30 12:09:45,225 - __main__ - INFO - File: By-Law for EVCS rule passed 1122023.pdf, Date: February 1122
2024-12-30 12:09:45,225 - __main__ - INFO - File: Resolution on ElectronicWebsite notices.pdf, Date: November 2024
2024-12-30 12:09:45,225 - __main__ - INFO - File: 2023 BWE highlighted rules .pdf, Date: November 2024
2024-12-30 12:09:45,225 - __main__ - INFO - File: Revised Exhibit ABWE Rules & regs May 4, 2023.pdf, Date: November 2024
2024-12-30 12:09:45,225 - __main__ - INFO - File: Current BY-LAWS RESTATED.pdf, Date: November 2024
2024-12-30 12:09:45,225 - __main__ - INFO - File: Mawtt Mullen BWE Headshot.pdf, Date: November 2024
2024-12-30 12:09:45,225 - __main__ - INFO - File: Matt Mullen resume Nov 2023.docx, Date: November 2023
2024-12-30 12:09:45,225 - __main__ - INFO - File: S23052 Epic Forensics- Beach Walk East Condo 40 Yr. Bldg. Insp.pdf, Date: February 2305
2024-12-30 12:09:45,225 - __main__ - INFO - File: Beachwalk East Condominium Structural Milestone Inspection - S&S.pdf, Date: November 2024
2024-12-30 12:09:45,225 - __main__ - INFO - File: Beachwalk East Condominium - Structural Milestrone Inspection Letter to AHJ S&S.pdf, Date: November 2024
2024-12-30 12:09:45,225 - __main__ - INFO - File: BWE Sep 2024 Meeting Deck.pptx, Date: September 2024
2024-12-30 12:09:45,225 - __main__ - INFO - File: Board Meeting Presentation-November 2024 BOD Meeting.pptx, Date: November 2024
2024-12-30 12:09:45,225 - __main__ - INFO - File: BWE DFeb 2024 Meeting Deck.pptx, Date: February 2024
2024-12-30 12:09:45,225 - __main__ - INFO - File: BWE Sep 2024 Meeting Deck.pptx, Date: September 2024
2024-12-30 12:09:45,225 - __main__ - INFO - File: Board Meeting Presentation-November 2024 BOD Meeting.pptx, Date: November 2024
2024-12-30 12:09:45,225 - __main__ - INFO - File: BWE DFeb 2024 Meeting Deck.pptx, Date: February 2024
2024-12-30 12:09:45,225 - __main__ - INFO - File: 16162 - Beach Walk East - Install Best Practices (3).pdf, Date: February 1616
2024-12-30 12:09:45,225 - __main__ - INFO - File: Best Practices Policy fot Window-Door Installations-edited.pdf, Date: November 2024
2024-12-30 12:09:45,225 - __main__ - INFO - File: Best Practices Policy fo Hurricane Shutter Installations.docx, Date: November 2024
2024-12-30 12:09:45,225 - __main__ - INFO - File: 16162 - Beach Walk East - Hurricane Shutter Best Practices.pdf, Date: February 1616
2024-12-30 12:09:45,225 - __main__ - INFO - File: Best Practices Policy fo Hurricane Shutter Installations.pdf, Date: November 2024
2024-12-30 12:09:45,225 - __main__ - INFO - File: Best Practices Policy fot Window-Door Installations-edited.docx, Date: November 2024
2024-12-30 12:09:45,225 - __main__ - INFO - File: Highland Beach Emergency Preparedness Guide.pdf, Date: November 2024
2024-12-30 12:09:45,225 - __main__ - INFO - File: BWE Fire Evacuation Plan.pdf, Date: November 2024
2024-12-30 12:09:45,225 - __main__ - INFO - File: BWE Defib Email-2.pdf, Date: November 2024
2024-12-30 12:09:45,225 - __main__ - INFO - File: BWE Hurricane Evacuation Plan.pdf, Date: November 2024
2024-12-30 12:09:45,225 - __main__ - INFO - File: BWE EMERGENCY ASSISTANCE EMAIL.pdf, Date: November 2024
2024-12-30 12:09:45,225 - __main__ - INFO - File: Beach Walk East Sale History 2024.pdf, Date: November 2024
2024-12-30 12:09:45,225 - __main__ - INFO - File: BWE Jan  2023 Building Systems.pdf, Date: January 2023
2024-12-30 12:09:45,225 - __main__ - INFO - File: 23-24 Beach Walk - Summary of Insurance Coverage.pdf, Date: November 2024
2024-12-30 12:09:45,225 - __main__ - INFO - File: 2024 2025 Budget Worksheet (1).pdf, Date: November 2024
2024-12-30 12:09:45,225 - __main__ - INFO - File: Beach Walk East - 2024 Structural Integrity Reserv.pdf, Date: November 2024
2024-12-30 12:09:45,226 - __main__ - INFO - File: MILESTONE_STRUCTURAL_INSPECTIONS.docx, Date: November 2024
2024-12-30 12:09:45,226 - __main__ - INFO - File: 2024 2025 meeting dates.docx, Date: November 2024
2024-12-30 12:09:45,226 - __main__ - INFO - File: Resident Directory.docx, Date: November 2024
2024-12-30 12:09:45,226 - __main__ - INFO - File: Managers Report September 2024.pdf, Date: September 2024
2024-12-30 12:09:45,226 - __main__ - INFO - File: BWE_Work_Schedule Rev 1.1.pdf, Date: November 2024
2024-12-30 12:09:45,226 - __main__ - INFO - File: BWE_Work_Schedule Rev 112.xlsx, Date: November 2024
2024-12-30 12:09:45,226 - __main__ - INFO - File: Beach Walk East Sale History 2024.xlsx, Date: November 2024
2024-12-30 12:09:45,226 - __main__ - INFO - File: Beach Walk East Sale History 2024.pdf, Date: November 2024
2024-12-30 12:09:45,226 - __main__ - INFO - File: Beach Walk East Sale History 2024.pdf, Date: November 2024
2024-12-30 12:09:45,226 - __main__ - INFO - File: Special Assessment Worksheet-September-2024 and 2025-August-2024 rev^LN4.pdf, Date: September 2024
2024-12-30 12:09:45,226 - __main__ - INFO - File: Special Assessment Worksheet-September-2024 and 2025-August-2024 rev^LN4.pdf, Date: September 2024
2024-12-30 12:09:45,226 - __main__ - INFO - File: BWE_Work_Schedule Rev 112.xlsx, Date: November 2024
2024-12-30 12:09:45,226 - __main__ - INFO - File: Nov 2024 Fl 718 statutes.docx, Date: November 2024
2024-12-30 12:09:45,226 - __main__ - INFO - File: Service animal Rules and Regulations May 2021.pdf, Date: May 2021
2024-12-30 12:09:45,226 - __main__ - INFO - File: Application for ESA.docx, Date: November 2024
2024-12-30 12:09:45,226 - __main__ - INFO - File: Nov-Financial Statement BOD-November report-dec-2024.pdf, Date: December 2024
2024-12-30 12:09:45,226 - __main__ - INFO - No category found for how to create an atomic offer with ai[64].pdf, using Uncategorized
2024-12-30 12:09:45,226 - __main__ - INFO - No category found for product launch plan for serenicchick vision.docx, using Uncategorized
2024-12-30 12:09:45,226 - __main__ - INFO - No category found for how to create an atomic offer with ai[64].pdf, using Uncategorized
2024-12-30 12:09:45,226 - __main__ - INFO - No category found for product launch plan for serenicchick vision.docx, using Uncategorized
2024-12-30 12:09:45,226 - __main__ - INFO - No category found for how to create an atomic offer with ai.pdf, using Uncategorized
2024-12-30 12:09:45,226 - __main__ - INFO - No category found for my_perfect_hvac_executive_briefing v1.1.docx, using Uncategorized
2024-12-30 12:09:45,226 - __main__ - INFO - No category found for webinar_slide_order brief.docx, using Uncategorized
2024-12-30 12:09:45,226 - __main__ - INFO - No category found for webinar slide order.docx, using Uncategorized
2024-12-30 12:09:45,226 - __main__ - INFO - No category found for my perfect hvac briefing.docx, using Uncategorized
2024-12-30 12:09:45,226 - __main__ - INFO - No category found for 1 hour webinar book.docx, using Uncategorized
2024-12-30 12:09:45,226 - __main__ - INFO - No category found for the 1 hour webinar slide deck.pptx, using Uncategorized
2024-12-30 12:09:45,226 - __main__ - INFO - No category found for success seminar slides recipe.pdf, using Uncategorized
2024-12-30 12:09:45,226 - __main__ - INFO - No category found for success seminar slides recipe.xlsx, using Uncategorized
2024-12-30 12:09:45,226 - __main__ - INFO - No category found for automated atomic offer.docx, using Uncategorized
2024-12-30 12:09:45,226 - __main__ - INFO - No category found for automated atomic offer.docx, using Uncategorized
2024-12-30 12:09:45,226 - __main__ - INFO - No category found for automated atomic offer.docx, using Uncategorized
2024-12-30 12:09:45,226 - __main__ - INFO - No category found for automated atomic offer.docx, using Uncategorized
2024-12-30 12:09:45,226 - __main__ - INFO - No category found for my perfect hvac briefing.docx, using Uncategorized
2024-12-30 12:09:45,226 - __main__ - INFO - No category found for my perfect hvac briefing.docx, using Uncategorized
2024-12-30 12:09:45,226 - __main__ - INFO - No category found for image_overlay.py, using Uncategorized
2024-12-30 12:09:45,226 - __main__ - INFO - No category found for all in podcast 2024 q2.docx, using Uncategorized
2024-12-30 12:09:45,226 - __main__ - INFO - No category found for all in transcripts 2024 q1.docx, using Uncategorized
2024-12-30 12:09:45,226 - __main__ - INFO - No category found for all in podcast 2024 q2.docx, using Uncategorized
2024-12-30 12:09:45,226 - __main__ - INFO - No category found for starfish difference.pdf, using Uncategorized
2024-12-30 12:09:45,226 - __main__ - INFO - No category found for starfish pitch deck.pptx, using Uncategorized
2024-12-30 12:09:45,226 - __main__ - INFO - No category found for starfish.docx, using Uncategorized
2024-12-30 12:09:45,226 - __main__ - INFO - No category found for bwe renovation application-2024 1.pdf, using Uncategorized
2024-12-30 12:09:45,226 - __main__ - INFO - Categorized by-law for evcs rule passed 1122023.pdf as Rules & Regulations based on filename pattern
2024-12-30 12:09:45,226 - __main__ - INFO - No category found for resolution on electronicwebsite notices.pdf, using Uncategorized
2024-12-30 12:09:45,227 - __main__ - INFO - No category found for current declaration of condominium.pdf, using Uncategorized
2024-12-30 12:09:45,227 - __main__ - INFO - No category found for current by-laws restated.pdf, using Uncategorized
2024-12-30 12:09:45,227 - __main__ - INFO - No category found for easy reference list bwe.pdf, using Uncategorized
2024-12-30 12:09:45,227 - __main__ - INFO - Categorized revised exhibit abwe rules & regs may 4, 2023.pdf as Rules & Regulations based on filename pattern
2024-12-30 12:09:45,227 - __main__ - INFO - No category found for resolution on electronicwebsite notices.pdf, using Uncategorized
2024-12-30 12:09:45,227 - __main__ - INFO - Categorized by-law for evcs rule passed 1122023.pdf as Rules & Regulations based on filename pattern
2024-12-30 12:09:45,227 - __main__ - INFO - No category found for bwe renovation application-2024 1.pdf, using Uncategorized
2024-12-30 12:09:45,227 - __main__ - INFO - No category found for current articles of incorporation restated.pdf, using Uncategorized
2024-12-30 12:09:45,227 - __main__ - INFO - Categorized 2023 bwe highlighted rules .pdf as Rules & Regulations based on filename pattern
2024-12-30 12:09:45,227 - __main__ - INFO - No category found for bwe renovation application-2024 1.pdf, using Uncategorized
2024-12-30 12:09:45,227 - __main__ - INFO - No category found for current declaration of condominium.pdf, using Uncategorized
2024-12-30 12:09:45,227 - __main__ - INFO - No category found for easy reference list bwe.pdf, using Uncategorized
2024-12-30 12:09:45,227 - __main__ - INFO - No category found for certificate of amendment 2.pdf, using Uncategorized
2024-12-30 12:09:45,227 - __main__ - INFO - Categorized revised exhibit abwe rules & regs may 4, 2023.pdf as Rules & Regulations based on filename pattern
2024-12-30 12:09:45,227 - __main__ - INFO - Categorized 2023 bwe highlighted rules .pdf as Rules & Regulations based on filename pattern
2024-12-30 12:09:45,227 - __main__ - INFO - No category found for current by-laws restated.pdf, using Uncategorized
2024-12-30 12:09:45,227 - __main__ - INFO - No category found for resolution on electronicwebsite notices.pdf, using Uncategorized
2024-12-30 12:09:45,227 - __main__ - INFO - Categorized by-law for evcs rule passed 1122023.pdf as Rules & Regulations based on filename pattern
2024-12-30 12:09:45,227 - __main__ - INFO - No category found for current articles of incorporation restated.pdf, using Uncategorized
2024-12-30 12:09:45,227 - __main__ - INFO - Categorized special assessment worksheet-september-2024 and 2025-august-2024 rev#4.pdf as Insurance & Assessments based on filename pattern
2024-12-30 12:09:45,227 - __main__ - INFO - Categorized special assessment worksheet-september-2024 and 2025-august-2024 rev#4.pdf as Insurance & Assessments based on filename pattern
2024-12-30 12:09:45,227 - __main__ - INFO - No category found for bad certificate of amendment 2.pdf, using Uncategorized
2024-12-30 12:09:45,227 - __main__ - INFO - No category found for summary cheat sheet.pdf, using Uncategorized
2024-12-30 12:09:45,227 - __main__ - INFO - No category found for current declaration of condominium.pdf, using Uncategorized
2024-12-30 12:09:45,227 - __main__ - INFO - No category found for easy reference list bwe.pdf, using Uncategorized
2024-12-30 12:09:45,227 - __main__ - INFO - No category found for current articles of incorporation restated.pdf, using Uncategorized
2024-12-30 12:09:45,227 - __main__ - INFO - No category found for bwe renovation application-2024 1.pdf, using Uncategorized
2024-12-30 12:09:45,227 - __main__ - INFO - Categorized by-law for evcs rule passed 1122023.pdf as Rules & Regulations based on filename pattern
2024-12-30 12:09:45,227 - __main__ - INFO - No category found for resolution on electronicwebsite notices.pdf, using Uncategorized
2024-12-30 12:09:45,227 - __main__ - INFO - Categorized 2023 bwe highlighted rules .pdf as Rules & Regulations based on filename pattern
2024-12-30 12:09:45,227 - __main__ - INFO - Categorized revised exhibit abwe rules & regs may 4, 2023.pdf as Rules & Regulations based on filename pattern
2024-12-30 12:09:45,227 - __main__ - INFO - No category found for current by-laws restated.pdf, using Uncategorized
2024-12-30 12:09:45,227 - __main__ - INFO - No category found for mawtt mullen bwe headshot.pdf, using Uncategorized
2024-12-30 12:09:45,227 - __main__ - INFO - No category found for matt mullen resume nov 2023.docx, using Uncategorized
2024-12-30 12:09:45,227 - __main__ - INFO - Categorized bwe sep 2024 meeting deck.pptx as Meeting Documents based on filename pattern
2024-12-30 12:09:45,227 - __main__ - INFO - Categorized board meeting presentation-november 2024 bod meeting.pptx as Meeting Documents based on filename pattern
2024-12-30 12:09:45,227 - __main__ - INFO - Categorized bwe dfeb 2024 meeting deck.pptx as Meeting Documents based on filename pattern
2024-12-30 12:09:45,227 - __main__ - INFO - Categorized bwe jan  2023 building systems.pdf as Building Management based on filename pattern
2024-12-30 12:09:45,227 - __main__ - INFO - No category found for beach walk east sale history 2024.pdf, using Uncategorized
2024-12-30 12:09:45,227 - __main__ - INFO - No category found for beach walk east sale history 2024.pdf, using Uncategorized
2024-12-30 12:09:45,227 - __main__ - INFO - Categorized special assessment worksheet-september-2024 and 2025-august-2024 rev^ln4.pdf as Insurance & Assessments based on filename pattern
2024-12-30 12:09:45,227 - __main__ - INFO - Categorized special assessment worksheet-september-2024 and 2025-august-2024 rev^ln4.pdf as Insurance & Assessments based on filename pattern
2024-12-30 12:09:45,227 - __main__ - INFO - No category found for bwe_work_schedule rev 112.xlsx, using Uncategorized
2024-12-30 12:09:45,227 - __main__ - INFO - 
Category Financial Reports files in order:
2024-12-30 12:09:45,228 - __main__ - INFO - - Nov-Financial Statement BOD-November report-dec-2024.pdf: December 2024
2024-12-30 12:09:45,228 - __main__ - INFO - - Financial Statement Website August-2024.pdf: August 2024
2024-12-30 12:09:45,228 - __main__ - INFO - - Financial Statement Website-July-2024.pdf: July 2024
2024-12-30 12:09:45,228 - __main__ - INFO - - Financial Statement Website-June-2024.pdf: June 2024
2024-12-30 12:09:45,228 - __main__ - INFO - - Financial Statement Website-May-2024.pdf: May 2024
2024-12-30 12:09:45,228 - __main__ - INFO - - Financial Statement Website-April-2024-04.pdf: April 2024
2024-12-30 12:09:45,228 - __main__ - INFO - - Financial Statement Website March-2024.pdf: March 2024
2024-12-30 12:09:45,228 - __main__ - INFO - - Financial Statement Website February-2024.pdf: February 2024
2024-12-30 12:09:45,228 - __main__ - INFO - 
Category Building Management files in order:
2024-12-30 12:09:45,228 - __main__ - INFO - - BWE_Work_Schedule Rev 1.1.pdf: November 2024
2024-12-30 12:09:45,228 - __main__ - INFO - - BWE_Work_Schedule Rev 112.xlsx: November 2024
2024-12-30 12:09:45,228 - __main__ - INFO - - Managers Report October-2024.pdf: October 2024
2024-12-30 12:09:45,228 - __main__ - INFO - - Managers Report September 2024.pdf: September 2024
2024-12-30 12:09:45,228 - __main__ - INFO - - Managers Report August 2024.pdf: August 2024
2024-12-30 12:09:45,228 - __main__ - INFO - - Managers Report July 2024.pdf: July 2024
2024-12-30 12:09:45,228 - __main__ - INFO - - Managers Report June 2024.pdf: June 2024
2024-12-30 12:09:45,228 - __main__ - INFO - - Managers Report May 2024.pdf: May 2024
2024-12-30 12:09:45,228 - __main__ - INFO - - BWE Jan  2023 Building Systems.pdf: January 2023
2024-12-30 12:09:45,228 - __main__ - INFO - Selected category: None
2024-12-30 12:09:45,399 - __main__ - INFO - Loaded categories: ['Financial Reports', 'Building Management', 'Legal & Governance', 'Emergency & Safety', 'Maintenance & Installation', 'Meeting Documents', 'Resident Information', 'Insurance & Assessments', 'Structural Reports', 'Rules & Regulations', 'Uncategorized']
2024-12-30 12:09:45,827 - __main__ - INFO - Retrieved 125 files
2024-12-30 12:09:45,827 - __main__ - INFO - File: How To Create An Atomic Offer With AI[64].pdf, Date: April 2024
2024-12-30 12:09:45,827 - __main__ - INFO - File: Product Launch Plan for SerenicChick Vision.docx, Date: April 2024
2024-12-30 12:09:45,827 - __main__ - INFO - File: How To Create An Atomic Offer With AI[64].pdf, Date: April 2024
2024-12-30 12:09:45,827 - __main__ - INFO - File: Product Launch Plan for SerenicChick Vision.docx, Date: April 2024
2024-12-30 12:09:45,827 - __main__ - INFO - File: How To Create An Atomic Offer With AI.pdf, Date: April 2024
2024-12-30 12:09:45,827 - __main__ - INFO - File: My_Perfect_HVAC_Executive_Briefing V1.1.docx, Date: April 2024
2024-12-30 12:09:45,827 - __main__ - INFO - File: Webinar_Slide_Order Brief.docx, Date: April 2024
2024-12-30 12:09:45,827 - __main__ - INFO - File: Webinar slide Order.docx, Date: April 2024
2024-12-30 12:09:45,827 - __main__ - INFO - File: My Perfect HVAC Briefing.docx, Date: April 2024
2024-12-30 12:09:45,827 - __main__ - INFO - File: 1 Hour Webinar Book.docx, Date: April 2024
2024-12-30 12:09:45,827 - __main__ - INFO - File: The 1 Hour Webinar Slide Deck.pptx, Date: April 2024
2024-12-30 12:09:45,828 - __main__ - INFO - File: Success Seminar Slides Recipe.pdf, Date: April 2024
2024-12-30 12:09:45,828 - __main__ - INFO - File: Success Seminar Slides Recipe.xlsx, Date: April 2024
2024-12-30 12:09:45,828 - __main__ - INFO - File: Automated Atomic Offer.docx, Date: April 2024
2024-12-30 12:09:45,828 - __main__ - INFO - File: Automated Atomic Offer.docx, Date: April 2024
2024-12-30 12:09:45,828 - __main__ - INFO - File: Automated Atomic Offer.docx, Date: April 2024
2024-12-30 12:09:45,828 - __main__ - INFO - File: Automated Atomic Offer.docx, Date: April 2024
2024-12-30 12:09:45,828 - __main__ - INFO - File: My Perfect HVAC Briefing.docx, Date: April 2024
2024-12-30 12:09:45,828 - __main__ - INFO - File: My Perfect HVAC Briefing.docx, Date: April 2024
2024-12-30 12:09:45,828 - __main__ - INFO - File: image_overlay.py, Date: May 2024
2024-12-30 12:09:45,828 - __main__ - INFO - File: All in Podcast 2024 Q2.docx, Date: May 2024
2024-12-30 12:09:45,828 - __main__ - INFO - File: All in Transcripts 2024 Q1.docx, Date: May 2024
2024-12-30 12:09:45,828 - __main__ - INFO - File: All in Podcast 2024 Q2.docx, Date: May 2024
2024-12-30 12:09:45,828 - __main__ - INFO - File: Starfish difference.pdf, Date: June 2024
2024-12-30 12:09:45,828 - __main__ - INFO - File: Starfish Pitch Deck.pptx, Date: June 2024
2024-12-30 12:09:45,828 - __main__ - INFO - File: Starfish.docx, Date: June 2024
2024-12-30 12:09:45,828 - __main__ - INFO - File: Current DECLARATION OF CONDOMINIUM.pdf, Date: October 2024
2024-12-30 12:09:45,828 - __main__ - INFO - File: Easy Reference List BWE.pdf, Date: October 2024
